institutionCode;DayEventDate;MonthEventDate;YearEventData;Year_description;occurrenceID;Acronym;Catalogue number;GBIF tax ID;scientificName_accepted;scientificNameAuthorship;taxonID;taxonRank;kingdom;accordingTo_GBIF;scientificName;identificationRemarks;otherCatalogNumber;individualCount;typestatus;sex;locality;Country;geoReferenceRemarks;decimalLatitude;decimalLongitude;eventDate;Reference;Specifications;Other species;disposition;Phylum
Ugent;11;1;1963;unknown;Ugent:UGMD:101926;UGMD;101926;4556040;Tylenchus thornei Andrassy, 1954;Andrassy, 1954;4556040;SPECIES;Animalia;Fauna Europaea;Tylenchus thornei Andrassy, 1954 [=> Filenchus thornei (Andrassy, 1954)] (Animalia);collection and data is currently is under review;ZIRUG 1926;1;;;;;only georeferenced to country level;;;1963-01-11;;"1 female kop; Z34F";;in collection;Nematoda
Ugent;11;1;1963;unknown;Ugent:UGMD:101927;UGMD;101927;;;;;;;;Psilenchus leptosoma;collection and data is currently is under review;ZIRUG 1927;25?;;;;;only georeferenced to country level;;;1963-01-11;;"2/-/3; Z34G; onder microscoop nakijken: moeilijk te zien!";Psilenchus sp 1/2/5, rest -/-/12;in collection;Nematoda
Ugent;13;10;1977;unknown;Ugent:UGMD:101928;UGMD;101928;142898312;Deladenus;;2284004;GENUS;Animalia;;Deladenus (Animalia);collection and data is currently is under review;ZIRUG 1928;12;;;Parigne L'Evêque ;France;only georeferenced to country level;46,227638;2,213749;1977-10-13;;"6 male, 6 female; 378; F.P.G. Glycerine; Mycetophagus";;in collection;Nematoda
Ugent;10;2;1978;unknown;Ugent:UGMD:101929;UGMD;101929;142898312;Deladenus;;2284004;GENUS;Animalia;;Deladenus (Animalia);collection and data is currently is under review;ZIRUG 1929;12;;;Hourtin ;France;only georeferenced to country level;46,227638;2,213749;1978-02-10;;"F.P.G. Glycerine; 397b";;in collection;Nematoda
Ugent;13;10;1977;unknown;Ugent:UGMD:101930;UGMD;101930;142898312;Deladenus;;2284004;GENUS;Animalia;;Deladenus (Animalia);collection and data is currently is under review;ZIRUG 1930;12;;;Parigne L'Evêque ;France;only georeferenced to country level;46,227638;2,213749;1977-10-13;;"F.P.G? Glycerine; 378; Infestante";;in collection;Nematoda
Ugent;12;1;1963;unknown;Ugent:UGMD:101931;UGMD;101931;135793594;Trichodorus primitivus (de Man, 1880);de Man, 1880;2279608;SPECIES;Animalia;SP2000 NZ (Gordon, in press);Trichodorus primitivus  (de Man, 1880) (Animalia);collection and data is currently is under review;ZIRUG 1931;9;;;;;only georeferenced to country level;;;1963-01-12;;"4/1/-; Z35A";Mesodorylaimus 1 female, rest 2/-/1l;in collection;Nematoda
Ugent;12;1;1963;unknown;Ugent:UGMD:101932;UGMD;101932;136431406;Rotylenchus goodeyi Loof & Oostenbrink, 1958;Loof & Oostenbrink, 1958;4556473;SPECIES;Animalia;Hallan, 2000-;Rotylenchus goodeyi Loof & Oostenbrink, 1958 (Animalia);collection and data is currently is under review;ZIRUG 1932;7;;;;;only georeferenced to country level;;;1963-01-12;;"5/-/2; Z35B";;in collection;Nematoda
Ugent;12;1;1963;unknown;Ugent:UGMD:101933;UGMD;101933;140795631;Tylenchorhynchus dubius (Bütschli, 1873);Butschli, 1873;2283945;;Animalia;;Tylenchorhynchus dubius  (Bütschli, 1873) (Animalia);collection and data is currently is under review;ZIRUG 1933;29;;;;;only georeferenced to country level;;;1963-01-12;;"5/-/14; Z35C";Tylenchorhynchus nanus 3/-/3, rest 2/-/2;in collection;Nematoda
Ugent;14;1;1963;unknown;Ugent:UGMD:101934;UGMD;101934;135688625;Pratylenchus crenatus Loof, 1960;Loof, 1960;4556354;SPECIES;Animalia;SP2000 NZ (Gordon, in press);Pratylenchus crenatus Loof, 1960 (Animalia);collection and data is currently is under review;ZIRUG 1934;16;;;;;only georeferenced to country level;;;1963-01-14;;"2/-/12; Z35D";Pratylenchus sp -/1/-, Tylenchorhynchus dubius 1 ll;in collection;Nematoda
Ugent;14;1;1963;unknown;Ugent:UGMD:101935;UGMD;101935;143110089;Paratylenchus;;6756644;GENUS;Animalia;;Paratylenchus (Animalia);collection and data is currently is under review;ZIRUG 1935;59?;;;;;only georeferenced to country level;;;1963-01-14;;"7/-/-; Z35E; aantal???";Paratylenchus sp -/-/49, Plectus sp -/-/3;in collection;Nematoda
Ugent;14;1;1963;unknown;Ugent:UGMD:101936;UGMD;101936;142898408;Nothotylenchus;;4405012;GENUS;Animalia;;Nothotylenchus (Animalia);collection and data is currently is under review;ZIRUG 1936;4?;;;;;only georeferenced to country level;;;1963-01-14;;"1 female; Z35F; specimen moeilijk te zien: onder microscoop nakijken!";Aphelenchus avenae 2 ll, Tylenchorh. dubius 1 ll;in collection;Nematoda
Ugent;14;1;1963;unknown;Ugent:UGMD:101937;UGMD;101937;;;;;;;;Basiria duplexa minor;collection and data is currently is under review;ZIRUG 1937;43;;;;;only georeferenced to country level;;;1963-01-14;;"2 female; Z35G";Tylenchus agricola 9/6/20, Tylenchus costatus 1/-/1, Tylenchus thornei 1/-/1, Tylenchus sp 1/-/-, Psil. leptosoma 1/-/-, onderaan staat nog nog iets vermeld!!!;in collection;Nematoda
Ugent;15;1;1963;unknown;Ugent:UGMD:101938;UGMD;101938;;;;;;;;Basiria magnidens minor;collection and data is currently is under review;ZIRUG 1210;10; Allotype  ;;;;only georeferenced to country level;;;1963-01-15;;"Z35H; aantal???";Tylenchus agric. 14 ll, Tylenchus costatus 3 ll, Tylenchus sp 4 ll, Psilenchus sp 1/3/3, Meloidogyne sp 1 ll;in collection;Nematoda
Ugent;2;2;1978;unknown;Ugent:UGMD:101940;UGMD;101940;142898312;Deladenus;;2284004;GENUS;Animalia;;Deladenus (Animalia);collection and data is currently is under review;ZIRUG 1940;12;;;Sanguinet ;France;only georeferenced to country level;46,227638;2,213749;1978-02-02;;"6 male, 6 female; 392; F.P.G. Glycerine; Mycetophagus";;in collection;Nematoda
Ugent;15;1;1963;unknown;Ugent:UGMD:101941;UGMD;101941;143109769;Mesodorylaimus;;2282644;GENUS;Animalia;;Mesodorylaimus (Animalia);collection and data is currently is under review;ZIRUG 1941;11;;;;;only georeferenced to country level;;;1963-01-15;;"2 female; Z37A";Eudorylaimus monohystera 1 female, Eudorylaimus ettersbergensis 1/-/1, rest 3/1/2;in collection;Nematoda
Ugent;16;1;1963;unknown;Ugent:UGMD:101942;UGMD;101942;135181326;Rotylenchus uniformis (Thorne, 1949);Thorne, 1949;2284119;SPECIES;Animalia;CoL2006/ITS;Rotylenchus uniformis  (Thorne, 1949) (Animalia);collection and data is currently is under review;ZIRUG 1942;16;;;;;only georeferenced to country level;;;1963-01-16;;"2/3/12; Z37B; 1 specimen bevindt zich in 101960";;in collection;Nematoda
Ugent;16;1;1963;unknown;Ugent:UGMD:101943;UGMD;101943;135617590;Ditylenchus dipsaci (Kuhn, 1857); (Kuhn, 1857);2283953;SPECIES;Animalia;CoL2006/ITS;Ditylenchus dipsaci  (Kuhn, 1857) (Animalia);collection and data is currently is under review;ZIRUG 1943;10;;;;;only georeferenced to country level;;;1963-01-16;;"1/1/8; Z37C";;in collection;Nematoda
Ugent;16;1;1963;unknown;Ugent:UGMD:101944;UGMD;101944;140795631;Tylenchorhynchus dubius (Bütschli, 1873);Butschli, 1873;2283945;;Animalia;;Tylenchorhynchus dubius  (Bütschli, 1873) (Animalia);collection and data is currently is under review;ZIRUG 1944;26;;;;;only georeferenced to country level;;;1963-01-16;;"4/1/11; Z37D";Tylenchorhynhus nanus 4/1/1, rest 1/-/3;in collection;Nematoda
Ugent;16;1;1963;unknown;Ugent:UGMD:101945;UGMD;101945;135688625;Pratylenchus crenatus Loof, 1960;Loof, 1960;4556354;SPECIES;Animalia;SP2000 NZ (Gordon, in press);Pratylenchus crenatus Loof, 1960 (Animalia);collection and data is currently is under review;ZIRUG 1945;37?;;;;;only georeferenced to country level;;;1963-01-16;;"18/-/17; Z37E; aantal??moeilijk te zien: onder microscoop nakijken";Heterodera avenae 1 ll, Aphelenchus avenae 1 ll;in collection;Nematoda
Ugent;16;1;1963;unknown;Ugent:UGMD:101946;UGMD;101946;143110089;Paratylenchus;;6756644;GENUS;Animalia;;Paratylenchus (Animalia);collection and data is currently is under review;ZIRUG 1946;26?;;;;;only georeferenced to country level;;;1963-01-16;;"1 female, Z37F; aantal???";Nothothyl. 1 female, Pratylenchus crenatus 18 ll, rest 6 ll;in collection;Nematoda
Ugent;18;1;1963;unknown;Ugent:UGMD:101947;UGMD;101947;136512899;Tylenchus agricola de Man, 1884;de Man, 1884;4556002;SPECIES;Animalia;Hallan, 2000-;Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia);collection and data is currently is under review;ZIRUG 1947;1;;;;;only georeferenced to country level;;;1963-01-18;;"1 female kop; Z37G";;in collection;Nematoda
Ugent;18;1;1963;unknown;Ugent:UGMD:101948;UGMD;101948;136512899;Tylenchus agricola de Man, 1884;de Man, 1884;4556002;SPECIES;Animalia;Hallan, 2000-;Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia);collection and data is currently is under review;ZIRUG 1948;1;;;;;only georeferenced to country level;;;1963-01-18;;"1 female kop; Z37H";;in collection;Nematoda
Ugent;18;1;1963;unknown;Ugent:UGMD:101949;UGMD;101949;136512899;Tylenchus agricola de Man, 1884;de Man, 1884;4556002;SPECIES;Animalia;Hallan, 2000-;Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia);collection and data is currently is under review;ZIRUG 1949;33?;;;;;only georeferenced to country level;;;1963-01-18;;"3/3/2; Z37I; aantal???";Tylenchus thornei 5/2/8, Psilenchus lept. 2/-/-, Psilenchus magnidens 4/-/2, rest -/-/2;in collection;Nematoda
Ugent;19;1;1963;unknown;Ugent:UGMD:101950;UGMD;101950;136512899;Tylenchus agricola de Man, 1884;de Man, 1884;4556002;SPECIES;Animalia;Hallan, 2000-;Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia);collection and data is currently is under review;ZIRUG 1950;51?;;;;;only georeferenced to country level;;;1963-01-19;;"1 ll; Z37J; aantal??specimen moeilijk te onderscheiden: onder microscoop nakijken";Tylenchus thornei 13 ll, Tylenchus sp 6 ll, Psilenchus leptosoma 4/5/10, Psilenchus sp -/1/-, rest 1/-/10;in collection;Nematoda
Ugent;21;1;1963;unknown;Ugent:UGMD:101951;UGMD;101951;135793594;Trichodorus primitivus (de Man, 1880);de Man, 1880;2279608;SPECIES;Animalia;SP2000 NZ (Gordon, in press);Trichodorus primitivus  (de Man, 1880) (Animalia);collection and data is currently is under review;ZIRUG 1951;20;;;;;only georeferenced to country level;;;1963-01-21;;"6/-/6; Z38A";Tyl. dubius 3/-/-, Aph. avenae 1/-/-, rest 2/-/2;in collection;Nematoda
Ugent;21;1;1963;unknown;Ugent:UGMD:101952;UGMD;101952;143110083;Helicotylenchus;;2284094;GENUS;Animalia;;Helicotylenchus (Animalia);collection and data is currently is under review;ZIRUG 1952;19;;;;;only georeferenced to country level;;;1963-01-21;;"9/-/4; Z38B";Rotylenchus goodeyi 3/-/3;in collection;Nematoda
Ugent;21;1;1963;unknown;Ugent:UGMD:101953;UGMD;101953;140795631;Tylenchorhynchus dubius (Bütschli, 1873);Butschli, 1873;2283945;;Animalia;;Tylenchorhynchus dubius  (Bütschli, 1873) (Animalia);collection and data is currently is under review;ZIRUG 1953;13;;;;;only georeferenced to country level;;;1963-01-21;;"2/-/1; Z38C";Tylenchorhynhus sp 3/2/-, Aphel. avenae 3 female,  rest 1/-/1;in collection;Nematoda
Ugent;21;1;1963;unknown;Ugent:UGMD:101954;UGMD;101954;135688625;Pratylenchus crenatus Loof, 1960;Loof, 1960;4556354;SPECIES;Animalia;SP2000 NZ (Gordon, in press);Pratylenchus crenatus Loof, 1960 (Animalia);collection and data is currently is under review;ZIRUG 1954;29?;;;;;only georeferenced to country level;;;1963-01-21;;"16/-/8; Z38D; aantal???";Pratylenchus sp -/1/-, rest -/1/3;in collection;Nematoda
Ugent;22;1;1963;unknown;Ugent:UGMD:101955;UGMD;101955;143110089;Paratylenchus;;6756644;GENUS;Animalia;;Paratylenchus (Animalia);collection and data is currently is under review;ZIRUG 1955;28?;;;;;only georeferenced to country level;;;1963-01-22;;"14 female, Z38E; aantal????onder microscoop nakijken: sommige lopen dooreen";Paratylenchus sp 11ll, rest -/-/3;in collection;Nematoda
Ugent;25;1;1963;unknown;Ugent:UGMD:101956;UGMD;101956;136513388;Boleodorus thylactus Thorne, 1941;Thorne, 1941;4555968;SPECIES;Animalia;Hallan, 2000-;Boleodorus thylactus Thorne, 1941 (Animalia);collection and data is currently is under review;ZIRUG 1956;12;;;;;only georeferenced to country level;;;1963-01-25;;"3/-/1; Z38F";Boleodorus volutus 8/-/-;in collection;Nematoda
Ugent;25;1;1963;unknown;Ugent:UGMD:101957;UGMD;101957;136513388;Boleodorus thylactus Thorne, 1941;Thorne, 1941;4555968;SPECIES;Animalia;Hallan, 2000-;Boleodorus thylactus Thorne, 1941 (Animalia);collection and data is currently is under review;ZIRUG 1957;1;;;;;only georeferenced to country level;;;1963-01-25;;"1 male kop; Z38G";;in collection;Nematoda
Ugent;25;1;1963;unknown;Ugent:UGMD:101958;UGMD;101958;136512899;Tylenchus agricola de Man, 1884;de Man, 1884;4556002;SPECIES;Animalia;Hallan, 2000-;Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia);collection and data is currently is under review;ZIRUG 1958;35;;;;;only georeferenced to country level;;;1963-01-25;;"20/5/6; Z35H";Tylenchus costatus -/-/1, Tylenchus thornei 3/-/-, Psilenchus magnidens 1 female;in collection;Nematoda
Ugent;25;1;1963;unknown;Ugent:UGMD:101959;UGMD;101959;136512899;Tylenchus agricola de Man, 1884;de Man, 1884;4556002;SPECIES;Animalia;Hallan, 2000-;Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia);collection and data is currently is under review;ZIRUG 1959;21?;;;;;only georeferenced to country level;;;1963-01-25;;"1/1/10; Z38I; aantal???";Tylenchus sp -/-/2, Psilenchus leptosoma 2/-/1, Psilenchus sp 1/-/-, rest -/-/3;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101960;UGMD;101960;135181326;Rotylenchus uniformis (Thorne, 1949);Thorne, 1949;2284119;SPECIES;Animalia;CoL2006/ITS;Rotylenchus uniformis  (Thorne, 1949) (Animalia);collection and data is currently is under review;ZIRUG 1960;1;;;;;only georeferenced to country level;;;;;"1 male: uit Z37B 101942; spic. Recht???";;in collection;Nematoda
Ugent;26;1;1963;unknown;Ugent:UGMD:101961;UGMD;101961;135793594;Trichodorus primitivus (de Man, 1880);de Man, 1880;2279608;SPECIES;Animalia;SP2000 NZ (Gordon, in press);Trichodorus primitivus  (de Man, 1880) (Animalia);collection and data is currently is under review;ZIRUG 1961;21;;;;;only georeferenced to country level;;;1963-01-26;;"4/5/2; Z39A";Mesodoryl. 1/-/3, rest 3/-/3;in collection;Nematoda
Ugent;26;1;1963;unknown;Ugent:UGMD:101962;UGMD;101962;136431406;Rotylenchus goodeyi Loof & Oostenbrink, 1958;Loof & Oostenbrink, 1958;4556473;SPECIES;Animalia;Hallan, 2000-;Rotylenchus goodeyi Loof & Oostenbrink, 1958 (Animalia);collection and data is currently is under review;ZIRUG 1962;17;;;;;only georeferenced to country level;;;1963-01-26;;"9/-/7; Z39B";Pungentus silvestris 1 female;in collection;Nematoda
Ugent;29;1;1963;unknown;Ugent:UGMD:101963;UGMD;101963;140795631;Tylenchorhynchus dubius (Bütschli, 1873);Butschli, 1873;2283945;;Animalia;;Tylenchorhynchus dubius  (Bütschli, 1873) (Animalia);collection and data is currently is under review;ZIRUG 1963;39;;;;;only georeferenced to country level;;;1963-01-29;;"10/2/12; Z39C";Tylenchorhynhus avenae? 1/1/-, Tylenchorhynchus sp 1/-/5, rest 3/2/2;in collection;Nematoda
Ugent;30;1;1963;unknown;Ugent:UGMD:101964;UGMD;101964;143110089;Paratylenchus;;6756644;GENUS;Animalia;;Paratylenchus (Animalia);collection and data is currently is under review;ZIRUG 1964;40;;;;;only georeferenced to country level;;;1963-01-30;;"6/-/-; Z39D";Paratylenchus 50 2/-/-, Paratylenchus sp -/-/22, rest 2/-/8;in collection;Nematoda
Ugent;30;1;1963;unknown;Ugent:UGMD:101965;UGMD;101965;136512899;Tylenchus agricola de Man, 1884;de Man, 1884;4556002;SPECIES;Animalia;Hallan, 2000-;Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia);collection and data is currently is under review;ZIRUG 1965;1;;;;;only georeferenced to country level;;;1963-01-30;;"female head; Z39E";;in collection;Nematoda
Ugent;30;1;1963;unknown;Ugent:UGMD:101966;UGMD;101966;136512899;Tylenchus agricola de Man, 1884;de Man, 1884;4556002;SPECIES;Animalia;Hallan, 2000-;Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia);collection and data is currently is under review;ZIRUG 1966;1;;;;;only georeferenced to country level;;;1963-01-30;;"male head; Z39F";;in collection;Nematoda
Ugent;30;1;1963;unknown;Ugent:UGMD:101967;UGMD;101967;136512899;Tylenchus agricola de Man, 1884;de Man, 1884;4556002;SPECIES;Animalia;Hallan, 2000-;Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia);collection and data is currently is under review;ZIRUG 1967;1;;;;;only georeferenced to country level;;;1963-01-30;;"larve head; Z39G";;in collection;Nematoda
Ugent;31;1;1963;unknown;Ugent:UGMD:101968;UGMD;101968;4556051;Tylenchus orbus Andrassy, 1954;Andrassy, 1954;4556051;SPECIES;Animalia;Fauna Europaea;Tylenchus orbus Andrassy, 1954 [=> Filenchus orbus (Andrassy, 1954)] (Animalia);collection and data is currently is under review;ZIRUG 1968;1;;;;;only georeferenced to country level;;;1963-01-31;;"female head; Z39H";;in collection;Nematoda
Ugent;2;2;1963;unknown;Ugent:UGMD:101969;UGMD;101969;136512899;Tylenchus agricola de Man, 1884;de Man, 1884;4556002;SPECIES;Animalia;Hallan, 2000-;Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia);collection and data is currently is under review;ZIRUG 1969;44?;;;;;only georeferenced to country level;;;1963-02-02;;"19/8/10; Z39I; onder microscoop nakijken: nematoden lopen dooreen!!";Tylenchus baloghi 1/-/-, Tylenchus costatus 1/-/-, rest 3/-/2;in collection;Nematoda
Ugent;2;2;1963;unknown;Ugent:UGMD:101970;UGMD;101970;136512899;Tylenchus agricola de Man, 1884;de Man, 1884;4556002;SPECIES;Animalia;Hallan, 2000-;Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia);collection and data is currently is under review;ZIRUG 1970;54?;;;;;only georeferenced to country level;;;1963-02-02;;"-/1/36; Z39J; aantal nakijken";Tylenchus sp 6/-/-, rest 2/1/8;in collection;Nematoda
Ugent;4;2;1963;unknown;Ugent:UGMD:101971;UGMD;101971;143109769;Mesodorylaimus;;2282644;GENUS;Animalia;;Mesodorylaimus (Animalia);collection and data is currently is under review;ZIRUG 1971;20;;;;;only georeferenced to country level;;;1963-02-04;;"2/1/3; Z40A";Trichod. prim. 6/1/1, rest 4/-/2;in collection;Nematoda
Ugent;4;2;1963;unknown;Ugent:UGMD:101972;UGMD;101972;136431406;Rotylenchus goodeyi Loof & Oostenbrink, 1958;Loof & Oostenbrink, 1958;4556473;SPECIES;Animalia;Hallan, 2000-;Rotylenchus goodeyi Loof & Oostenbrink, 1958 (Animalia);collection and data is currently is under review;ZIRUG 1972;7;;;;;only georeferenced to country level;;;1963-02-04;;"3 female; Z40B";;in collection;Nematoda
Ugent;4;2;1963;unknown;Ugent:UGMD:101973;UGMD;101973;140795631;Tylenchorhynchus dubius (Bütschli, 1873);Butschli, 1873;2283945;;Animalia;;Tylenchorhynchus dubius  (Bütschli, 1873) (Animalia);collection and data is currently is under review;ZIRUG 1973;41;;;;;only georeferenced to country level;;;1963-02-04;;"6/1/9; Z40C";Tylenchorhynhus nanus 2/2/8, rest -/1/12;in collection;Nematoda
Ugent;5;2;1963;unknown;Ugent:UGMD:101974;UGMD;101974;143110089;Paratylenchus;;6756644;GENUS;Animalia;;Paratylenchus (Animalia);collection and data is currently is under review;ZIRUG 1974;47;;;;;only georeferenced to country level;;;1963-02-05;;"7/2/1; Z40D";Paratylenchus sp 3/1/8, Pratyl. crenatus 5/-/4, rest 3/2/11;in collection;Nematoda
Ugent;5;2;1963;unknown;Ugent:UGMD:101975;UGMD;101975;4556040;Tylenchus thornei Andrassy, 1954;Andrassy, 1954;4556040;SPECIES;Animalia;Fauna Europaea;Tylenchus thornei Andrassy, 1954 [=> Filenchus thornei (Andrassy, 1954)] (Animalia);collection and data is currently is under review;ZIRUG 1975;1;;;;;only georeferenced to country level;;;1963-02-05;;"male head; Z40E";;in collection;Nematoda
Ugent;5;2;1963;unknown;Ugent:UGMD:101976;UGMD;101976;136512899;Tylenchus agricola de Man, 1884;de Man, 1884;4556002;SPECIES;Animalia;Hallan, 2000-;Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia);collection and data is currently is under review;ZIRUG 1976;50;;;;;only georeferenced to country level;;;1963-02-05;;"17/11/6; Z40F";Tylenchus costatus 1/-/-, Tylenchus thornei 1/-/3, rest 2/-/9;in collection;Nematoda
Ugent;6;2;1963;unknown;Ugent:UGMD:101977;UGMD;101977;136512899;Tylenchus agricola de Man, 1884;de Man, 1884;4556002;SPECIES;Animalia;Hallan, 2000-;Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia);collection and data is currently is under review;ZIRUG 1977;56?;;;;;only georeferenced to country level;;;1963-02-06;;"-/-/21; Z40G; aantal?????";Tylenchus costatus -/-/2, Tylenchus thornei 2/1/3, rest 11/1/17;in collection;Nematoda
Ugent;6;2;1963;unknown;Ugent:UGMD:101978;UGMD;101978;136512899;Tylenchus agricola de Man, 1884;de Man, 1884;4556002;SPECIES;Animalia;Hallan, 2000-;Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia);collection and data is currently is under review;ZIRUG 1978;26;;;;;only georeferenced to country level;;;1963-02-06;;"-/-/9; Z40H";Tylenchus costatus -/-/3, Tylenchus thornei 1/-/1, rest 5/1/6;in collection;Nematoda
Ugent;25;8;1963;unknown;Ugent:UGMD:101981;UGMD;101981;143110066;Ditylenchus;;2283952;GENUS;Animalia;;Ditylenchus (Animalia);collection and data is currently is under review;ZIRUG 1981;11;;;Tunbridge Wells, mud from pond ;England;only georeferenced to country level;52,3555177;-1,1743197;1963-08-25;;"female; onder microscoop nakijken:lopen dooreen!";Mesodorylaimus sp 3 ll, Monhystera sp 2 female 1 l, Eucephalobus sp female, Dorylaimellus sp l, ? Sectonema sp l;in collection;Nematoda
Ugent;25;8;1963;unknown;Ugent:UGMD:101982;UGMD;101982;;;;;;;;Sectonema sp;collection and data is currently is under review;ZIRUG 1982;1;;;Tunbridge Wells, mud from pond ;England;only georeferenced to country level;52,3555177;-1,1743197;1963-08-25;;"female; glyc.";;in collection;Nematoda
Ugent;25;8;1963;unknown;Ugent:UGMD:101983;UGMD;101983;;;;;;;;Oxydirus;collection and data is currently is under review;ZIRUG 1983;1;;;Tunbridge Wells, mud from pond ;England;only georeferenced to country level;52,3555177;-1,1743197;1963-08-25;;"larve; glyc.";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101984;UGMD;101984;;;;;;;;Xiphinema opistohystera;collection and data is currently is under review;ZIRUG 1984;4;;;Ramat Hasharan, soil round apple ;Israël;only georeferenced to country level;;;;;"4 ll; glyc.";;in collection;Nematoda
Ugent;18;5;1962;1962;Ugent:UGMD:101985;UGMD;101985;136608455;Mesodorylaimus subtilis (Thorne & Swanger, 1936);Thorne & Swanger, 1936;4555075;SPECIES;Animalia;Hallan, 2000-;Mesodorylaimus subtilis  (Thorne & Swanger, 1936) (Animalia);collection and data is currently is under review;ZIRUG 1985;2;;;Garden University Ghent ;Belgium;only georeferenced to country level;50,503887;4,469936;1962-05-18;;1 female -> 6 pr. Papillen;? bastiani 1 male;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101986;UGMD;101986;136432078;Pungentus silvestris (de Man, 1912); (de Man, 1912);4554583;SPECIES;Animalia;Hallan, 2000-;Pungentus silvestris  (de Man, 1912) (Animalia);collection and data is currently is under review;ZIRUG 1986;1;;;Breda, Liesbos, between grass ;The Netherlands;only georeferenced to country level;;;;;"1 female; putje 1 female met ei; juni 1962";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101987;UGMD;101987;136432078;Pungentus silvestris (de Man, 1912); (de Man, 1912);4554583;SPECIES;Animalia;Hallan, 2000-;Pungentus silvestris  (de Man, 1912) (Animalia);collection and data is currently is under review;ZIRUG 1987;1;;;Breda, Liesbos, between grass ;The Netherlands;only georeferenced to country level;;;;;"1 female; putje I female zonder ei; juni 1962";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101988;UGMD;101988;136432078;Pungentus silvestris (de Man, 1912); (de Man, 1912);4554583;SPECIES;Animalia;Hallan, 2000-;Pungentus silvestris  (de Man, 1912) (Animalia);collection and data is currently is under review;ZIRUG 1988;1;;;Breda, Liesbos, between grass ;The Netherlands;only georeferenced to country level;;;;;"1 female; putje II female met ei; juni 1962";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101989;UGMD;101989;136432078;Pungentus silvestris (de Man, 1912); (de Man, 1912);4554583;SPECIES;Animalia;Hallan, 2000-;Pungentus silvestris  (de Man, 1912) (Animalia);collection and data is currently is under review;ZIRUG 1989;1;   Neotype;;;The Netherlands;only georeferenced to country level;;;;;"1 female; putje II female zonder ei; juni 1962";;in collection;Nematoda
Ugent;21;7;1962;1962;Ugent:UGMD:101990;UGMD;101990;;;;;;;;Heterodera rostochiemis;collection and data is currently is under review;ZIRUG 1990;2;;;aardappelveld St. Amandsberg ;Belgium;only georeferenced to country level;50,503887;4,469936;1962-07-21;;;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101991;UGMD;101991;136609724;Trichodorus teres Hooper, 1962;Hooper, 1962;4555356;SPECIES;Animalia;Hallan, 2000-;Trichodorus teres Hooper, 1962 [=> Paratrichodorus teres (Hooper, 1962)] (Animalia);collection and data is currently is under review;ZIRUG 1991;10;;;strand Woensdrecht ;The Netherlands;only georeferenced to country level;;;;;4965;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101992;UGMD;101992;143110092;Pratylenchus;;2284120;GENUS;Animalia;;Pratylenchus (Animalia);collection and data is currently is under review;ZIRUG 1992;11;;;;;only georeferenced to country level;;;;;"J.P.O.; september 61";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101993;UGMD;101993;140795544;Pratylenchus pratensis (de Man, 1880);de Man, 1880;2284124;;Animalia;;Pratylenchus pratensis  (de Man, 1880) (Animalia);collection and data is currently is under review;ZIRUG 1993;11;;;Wageningen, wei van Rooyem, witte klaver ;The Netherlands;only georeferenced to country level;;;;;5393;;in collection;Nematoda
Ugent;1;7;1963;unknown;Ugent:UGMD:101994;UGMD;101994;136842801;Paratylenchus microdorus Andrássy, 1959;Andrássy, 1959;5777104;SPECIES;Animalia;WoRMS (Mar 2013);Paratylenchus microdorus Andrássy, 1959 (Animalia);collection and data is currently is under review;ZIRUG 1994;4;;;Baraque Michel, grachtkant struikgewas ;Belgium;only georeferenced to country level;50,503887;4,469936;1963-07-01;;4 female;;in collection;Nematoda
